Site_ID,Site_Name,Site_City,Site_Area,Site_Cluster,Site_Room,Site_Type,Site_Scene,Site_Longitude,Site_Latitude,Power_Supply_Type,Power_Supply_PV_Panels_Current,Power_Supply_PV_Specification_Current,Power_Supply_PV_Annual_Current,Power_Supply_PV_Panels_Tobe,Power_Supply_PV_Specification_Tobe,Power_Supply_PV_Annual_Tobe,Rectifier_Model_Current,5G_Deployment_Year,Rectifier_Efficiency_Current,Rectifier_Efficiency_Tobe,Battery_Type_Current,Cooling_Type,Power_Consumption_Aircondition,Power_Consumption_FCS,Power_Consumption_Aircondition_Outdoor,Power_Consumption_FCS_Outdoor,Cooling_Aircondition_Working_Hours_Current,Cooling_FCS_Working_Hours_Current,Cooling_Aircondition_Working_Hours_Tobe,Cooling_FCS_Working_Hours_Tobe,Cooling_Aircondition_Working_Hours_Outdoor,Cooling_FCS_Working_Hours_Outdoor,Data_Volume_234G_Month,Data_Volume_5G_Month,Alpha,Power_Star_Activation,Power_Star_Efficiency_234G,Power_Star_Efficiency_5G,Power_Consumption_Site_Radio_234G,Power_Consumption_Site_Tower_234G,Power_Consumption_Site_Radio_5G,grid_id,Power_Supply_PV_Out,Upgrade_PV,Priority_PV,Selection_PV,Upgrade_Rectifier,Priority_Rectifier,Selection_Rectifier,Power_Consumption_Cable_Loss_Current,Power_Consumption_Cooling_Annual_Current,Power_Consumption_Cooling_Annual_Tobe,Power_Consumption_Cooling_Annual_Outdoor,Upgrade_Battery_Voltage,Priority_Battery_Voltage,Selection_Battery_Voltage,Upgrade_Battery_Supply,Priority_Battery_Supply,Selection_Battery_Supply,Upgrade_Battery_HighTemp,Priority_Battery_HighTemp,Selection_Battery_HighTemp,Power_Consumption_Cable_Loss_Tobe,Upgrade_I2O,Priority_I2O,Selection_I2O,Upgrade_FCS,Priority_FCS,Selection_FCS,Power_Consumption_Cooling_Annual_Final,Power_Consumption_Site_Radio_234G_Annual_Current,Priority_Power_Star,Selection_Power_Star,Power_Star_Saving_234G_Annual,Power_Consumption_Site_Radio_5G_Annual,Power_Consumption_Site_Radio_2345G_Annual_Current,Power_Star_Saving_5G_Annual,Power_Consumption_Site_Tower_5G_Annual,Power_Consumption_Site_Total_234G_Annual_Current,Power_Consumption_Site_Total_2345G_Annual_Current,Power_Consumption_Site_Radio_234G_Annual_Tobe,Power_Consumption_Site_Radio_2345G_Annual_Tobe,Power_Consumption_Site_Total_234G_Annual_Tobe,Power_Consumption_Site_Total_2345G_Annual_Tobe,KPI_TEE_234G_Current,KPI_SEE_234G_Current,KPI_RER_234G_Current,KPI_NCI_234G_Current,KPI_NC_234G_Current,KPI_TEE_2345G_Current,KPI_SEE_2345G_Current,KPI_RER_2345G_Current,KPI_NCI_2345G_Current,KPI_NC_2345G_Current,KPI_TEE_234G_Tobe,KPI_SEE_234G_Tobe,KPI_RER_234G_Tobe,KPI_NCI_234G_Tobe,KPI_NC_234G_Tobe,KPI_TEE_2345G_Tobe,KPI_SEE_2345G_Tobe,KPI_RER_2345G_Tobe,KPI_NCI_2345G_Tobe,KPI_NC_2345G_Tobe,Power_Saving_PV,Power_Saving_Rectifier,Power_Saving_Cable,Power_Saving_FCS,Power_Saving_I2O,Power_Saving_PowerStar,Power_Saving_Total
727,Site727,娄底,娄星,Cluster_26,Indoor,Macro,Rural,111.993611,27.732778,grid,0,0,0,12,375,3.71113013,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4245,998.9589844,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108107203,97.76600238,25810.22463,8.104887022,0.948867144,0.108107203,97.76600238,25810.22463,3.71113013,5.016946028,0.6549414,0,12.4508,1.897659835,23.73147739
1065,Site1065,娄底,娄星,Cluster_37,Indoor,Macro,Rural,111.984624,27.765301,grid,0,0,0,12,375,3.71113013,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4630,998.9589844,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108107203,97.76600238,25810.22463,8.104887022,0.948867144,0.108107203,97.76600238,25810.22463,3.71113013,5.016946028,0.6549414,0,12.4508,1.897659835,23.73147739
1091,Site1091,娄底,双峰,Cluster_37,Indoor,Macro,Rural,112.46142,27.40869,grid,0,0,0,12,375,3.71113013,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,650,998.9589844,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108107203,97.76600238,25810.22463,8.104887022,0.948867144,0.108107203,97.76600238,25810.22463,3.71113013,5.016946028,0.6549414,0,12.4508,1.897659835,23.73147739
1143,Site1143,娄底,双峰,Cluster_39,Indoor,Macro,Rural,112.05141,27.531,grid,0,0,0,12,375,3.709772378,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,1485,998.5935059,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108067651,97.77033793,25811.36921,8.104887022,0.948867144,0.108067651,97.77033793,25811.36921,3.709772378,5.016946028,0.6549414,0,12.4508,1.897659835,23.73011964
623,Site623,娄底,娄星,Cluster_23,Indoor,Macro,Rural,112.006361,27.684861,grid,0,0,0,12,375,3.708414626,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3465,998.2280273,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108028099,97.77467348,25812.5138,8.104887022,0.948867144,0.108028099,97.77467348,25812.5138,3.708414626,5.016946028,0.6549414,0,12.4508,1.897659835,23.72876189
909,Site909,娄底,娄星,Cluster_32,Indoor,Macro,Rural,111.95637,27.89046,grid,0,0,0,12,375,3.708414626,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6369,998.2280273,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108028099,97.77467348,25812.5138,8.104887022,0.948867144,0.108028099,97.77467348,25812.5138,3.708414626,5.016946028,0.6549414,0,12.4508,1.897659835,23.72876189
1273,Site1273,娄底,双峰,Cluster_44,Indoor,Macro,Rural,112.091833,27.261556,grid,0,0,0,12,375,3.708414626,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,46,998.2280273,1,3,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.108028099,97.77467348,25812.5138,8.104887022,0.948867144,0.108028099,97.77467348,25812.5138,3.708414626,5.016946028,0.6549414,0,12.4508,1.897659835,23.72876189
829,Site829,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.036011,27.70531,grid,0,0,0,12,375,3.707058575,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3866,997.8630066,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107988596,97.7790036,25813.65695,8.104887022,0.948867144,0.107988596,97.7790036,25813.65695,3.707058575,5.016946028,0.6549414,0,12.4508,1.897659835,23.72740584
597,Site597,娄底,娄星,Cluster_22,Indoor,Macro,Rural,111.970556,27.730278,grid,0,0,0,12,375,3.707058461,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4116,997.8629761,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107988593,97.77900396,25813.65705,8.104887022,0.948867144,0.107988593,97.77900396,25813.65705,3.707058461,5.016946028,0.6549414,0,12.4508,1.897659835,23.72740572
855,Site855,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.976917,27.747444,grid,0,0,0,12,375,3.707058461,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4371,997.8629761,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107988593,97.77900396,25813.65705,8.104887022,0.948867144,0.107988593,97.77900396,25813.65705,3.707058461,5.016946028,0.6549414,0,12.4508,1.897659835,23.72740572
907,Site907,娄底,娄星,Cluster_32,Indoor,Macro,Rural,111.97984,27.89952,grid,0,0,0,12,375,3.707058461,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6478,997.8629761,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107988593,97.77900396,25813.65705,8.104887022,0.948867144,0.107988593,97.77900396,25813.65705,3.707058461,5.016946028,0.6549414,0,12.4508,1.897659835,23.72740572
545,Site545,娄底,涟源,Cluster_21,Indoor,Macro,Rural,111.79651,28.009963,grid,0,0,0,12,375,3.706380493,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,7656,997.680481,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107968843,97.78116884,25814.22857,8.104887022,0.948867144,0.107968843,97.78116884,25814.22857,3.706380493,5.016946028,0.6549414,0,12.4508,1.897659835,23.72672776
439,Site439,娄底,涟源,Cluster_17,Indoor,Macro,Rural,111.89241,27.82516,grid,0,0,0,12,375,3.705702524,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,5544,997.4979858,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107949094,97.78333371,25814.8001,8.104887022,0.948867144,0.107949094,97.78333371,25814.8001,3.705702524,5.016946028,0.6549414,0,12.4508,1.897659835,23.72604979
777,Site777,娄底,娄星,Cluster_28,Indoor,Macro,Rural,111.97271,27.76001,grid,0,0,0,12,375,3.705702524,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4629,997.4979858,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107949094,97.78333371,25814.8001,8.104887022,0.948867144,0.107949094,97.78333371,25814.8001,3.705702524,5.016946028,0.6549414,0,12.4508,1.897659835,23.72604979
1167,Site1167,娄底,双峰,Cluster_40,Indoor,Macro,Rural,112.074223,27.248703,grid,0,0,0,12,375,3.705702524,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,25,997.4979858,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107949094,97.78333371,25814.8001,8.104887022,0.948867144,0.107949094,97.78333371,25814.8001,3.705702524,5.016946028,0.6549414,0,12.4508,1.897659835,23.72604979
1377,Site1377,娄底,双峰,Cluster_48,Indoor,Macro,Rural,112.098611,27.287611,grid,0,0,0,12,375,3.705700823,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,74,997.4975281,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107949044,97.78333915,25814.80153,8.104887022,0.948867144,0.107949044,97.78333915,25814.80153,3.705700823,5.016946028,0.6549414,0,12.4508,1.897659835,23.72604809
441,Site441,娄底,涟源,Cluster_17,Indoor,Macro,Rural,111.81125,27.78595,grid,0,0,0,12,375,3.704342958,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4875,997.132019,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107909489,97.78767506,25815.94621,8.104887022,0.948867144,0.107909489,97.78767506,25815.94621,3.704342958,5.016946028,0.6549414,0,12.4508,1.897659835,23.72469022
1299,Site1299,娄底,双峰,Cluster_45,Indoor,Macro,Rural,112.18781,27.45542,grid,0,0,0,12,375,3.704342958,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,948,997.132019,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107909489,97.78767506,25815.94621,8.104887022,0.948867144,0.107909489,97.78767506,25815.94621,3.704342958,5.016946028,0.6549414,0,12.4508,1.897659835,23.72469022
1351,Site1351,娄底,双峰,Cluster_47,Indoor,Macro,Rural,112.19471,27.45397,grid,0,0,0,12,375,3.704342958,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,948,997.132019,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107909489,97.78767506,25815.94621,8.104887022,0.948867144,0.107909489,97.78767506,25815.94621,3.704342958,5.016946028,0.6549414,0,12.4508,1.897659835,23.72469022
1169,Site1169,娄底,双峰,Cluster_40,Indoor,Macro,Rural,112.2846,27.6659,grid,0,0,0,12,375,3.70298702,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3345,996.7670288,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.10786999,97.79200481,25817.08927,8.104887022,0.948867144,0.10786999,97.79200481,25817.08927,3.70298702,5.016946028,0.6549414,0,12.4508,1.897659835,23.72333428
1141,Site1141,娄底,双峰,Cluster_39,Indoor,Macro,Rural,112.20169,27.46204,grid,0,0,0,12,375,3.701630969,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,1018,996.4020081,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107830487,97.79633493,25818.23242,8.104887022,0.948867144,0.107830487,97.79633493,25818.23242,3.701630969,5.016946028,0.6549414,0,12.4508,1.897659835,23.72197823
283,Site283,娄底,涟源,Cluster_12,Indoor,Macro,Rural,111.6235,27.8817,grid,0,0,0,12,375,3.700274918,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6229,996.0369873,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107790985,97.80066505,25819.37557,8.104887022,0.948867144,0.107790985,97.80066505,25819.37557,3.700274918,5.016946028,0.6549414,0,12.4508,1.897659835,23.72062218
1871,Site1871,娄底,新化,Cluster_64,Indoor,Macro,Rural,111.60175,27.89172,grid,0,0,0,12,375,3.69891898,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6335,995.6719971,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107751485,97.8049948,25820.51863,8.104887022,0.948867144,0.107751485,97.8049948,25820.51863,3.69891898,5.016946028,0.6549414,0,12.4508,1.897659835,23.71926624
595,Site595,娄底,娄星,Cluster_22,Indoor,Macro,Rural,112.000056,27.685275,grid,0,0,0,12,375,3.698917053,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3464,995.6714783,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107751429,97.80500096,25820.52025,8.104887022,0.948867144,0.107751429,97.80500096,25820.52025,3.698917053,5.016946028,0.6549414,0,12.4508,1.897659835,23.71926432
1219,Site1219,娄底,双峰,Cluster_42,Indoor,Macro,Rural,112.218103,27.497821,grid,0,0,0,12,375,3.697559414,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,1296,995.3060303,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107711881,97.80933614,25821.66474,8.104887022,0.948867144,0.107711881,97.80933614,25821.66474,3.697559414,5.016946028,0.6549414,0,12.4508,1.897659835,23.71790668
1895,Site1895,娄底,新化,Cluster_65,Indoor,Macro,Suburban,111.47827,27.89052,grid,0,0,0,12,375,3.696881332,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6322,995.1235046,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107692128,97.81150138,25822.23637,8.104887022,0.948867144,0.107692128,97.81150138,25822.23637,3.696881332,5.016946028,0.6549414,0,12.4508,1.897659835,23.71722859
1479,Site1479,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.4305,27.93778,grid,0,0,0,12,375,3.693489447,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6837,994.2104797,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.10759332,97.82233229,25825.09572,8.104887022,0.948867144,0.10759332,97.82233229,25825.09572,3.693489447,5.016946028,0.6549414,0,12.4508,1.897659835,23.71383671
1221,Site1221,娄底,双峰,Cluster_42,Indoor,Macro,Rural,112.25019,27.6169,grid,0,0,0,12,375,3.689419706,non-Huawei,2021,0.85,0.97,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2545,993.1149902,1,2,1,1,3,1,0.087,13.14,2.0976,0.6892,1,3,1,1,3,1,1,0,0,0.068,1,3,1,1,0,0,0.6892,34.4706,3,1,1.897659835,0,34.4706,0,0,53.69364706,53.69364706,32.57294016,32.57294016,34.3282412,34.3282412,7.658700458,0.641986564,0,171.4535775,45263.74447,7.658700458,0.641986564,0,171.4535775,45263.74447,8.104887022,0.948867144,0.107474766,97.83532771,25828.52652,8.104887022,0.948867144,0.107474766,97.83532771,25828.52652,3.689419706,5.016946028,0.6549414,0,12.4508,1.897659835,23.70976697
